Loading net-file from 'lust.net.xml' ... done (1011ms).
Loading additional-files from 'vtypes.add.xml' ... done (3ms).
Loading additional-files from 'busstops.add.xml' ... done (7ms).
Loading additional-files from 'e1detectors.add.xml' ... done (41ms).
Loading additional-files from 'lust.poly.xml' ... done (57ms).
Loading additional-files from 'tll.static.xml' ... done (10ms).
Warning: Unsafe green phase 2 in tlLogic '-30132', program '0'. Lane '--31508#2_0' is targeted by 2 'G'-links. (use 'g' instead)
Warning: Unsafe green phase 2 in tlLogic '-30132', program '1'. Lane '--31508#2_0' is targeted by 2 'G'-links. (use 'g' instead)
Loading route-files incrementally from 'buslines.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.0.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.1.rou.xml'
Loading route-files incrementally from 'DUARoutes/local.2.rou.xml'
Loading route-files incrementally from 'transit.rou.xml'
Loading done.
Simulation version 1.26.0 started with time: 0.00.
Warning: Vehicle '0BEtoLU.2' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=483.00.
Warning: Vehicle 'nrh00carIn13221:1' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=47373.00.
Warning: Vehicle 'nrh00carIn35589:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47389.00.
Warning: Vehicle 'nrh00carIn23775:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47393.00.
Warning: Vehicle 'nrh01c1carIn2383:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47415.00.
Warning: Vehicle 'nrh00c1h14042c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47438.00.
Warning: Vehicle 'nrh00carIn37759:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47488.00.
Warning: Vehicle 'h60553c1:1' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=47493.00.
Warning: Vehicle 'nrh00carIn17155:1' ends teleporting on edge '-30540#1', time=47498.00.
Warning: Vehicle 'carIn13895:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=47501.00.
Warning: Vehicle 'nrh01c1carIn13895:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=47502.00.
Warning: Vehicle '13LUtoBE.69' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=47511.00.
Warning: Vehicle 'carIn43949:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47513.00.
Warning: Vehicle 'c1carIn8697:1' performs emergency braking on lane '-30668#4-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47546.00.
Warning: Vehicle 'c1h18620c1:3' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47554.00.
Warning: Vehicle 'nrh00c1h57124c1:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47555.00.
Warning: Vehicle '13BEtoLU.58' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47563.00.
Warning: Vehicle 'carIn45874:1' performs emergency braking on lane '-31622#11_1' with decel=9.00, wished=4.50, severity=1.00, time=47578.00.
Warning: Vehicle 'c1h27921c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47619.00.
Warning: Vehicle 'carIn17230:1' performs emergency braking on lane '-30706#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47639.00.
Warning: Vehicle 'nrh01c1h27921c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47666.00.
Warning: Vehicle 'h27921c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47671.00.
Warning: Vehicle '13BEtoLU.74' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47677.00.
Warning: Vehicle '13BEtoLU.75' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47680.00.
Warning: Vehicle '13DEtoFR.68' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47709.00.
Warning: Vehicle 'c1carIn12547:1' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47742.00.
Warning: Vehicle 'h68632c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47790.00.
Warning: Vehicle 'nrh01c1carIn34047:1' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=47797.00.
Warning: Vehicle 'randUni16483:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47800.00.
Warning: Vehicle 'c1carIn12094:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47805.00.
Warning: Vehicle 'c1randUni16483:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47811.00.
Warning: Vehicle 'nrh01c1h47347c2:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47814.00.
Warning: Vehicle 'c1carIn8982:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=47820.00.
Warning: Vehicle 'randUni16471:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47821.00.
Warning: Vehicle '13FRtoBE.113' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47824.00.
Warning: Vehicle 'c1h73399c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47841.00.
Warning: Vehicle 'nrh00carIn5636:1' performs emergency braking on lane '-31966#9_0' with decel=9.00, wished=4.50, severity=1.00, time=47848.00.
Warning: Vehicle 'h52533c1:3' performs emergency braking on lane '-32858#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47853.00.
Warning: Vehicle 'c1h69439c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47856.00.
Warning: Vehicle 'randUni7942:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47856.00.
Warning: Vehicle 'h69439c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47857.00.
Warning: Vehicle 'c1carIn38820:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47876.00.
Warning: Vehicle '13LUtoBE.116' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=47879.00.
Warning: Vehicle 'c1carIn27475:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47883.00.
Warning: Vehicle 'nrh01c1carIn25466:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47892.00.
Warning: Vehicle 'c1carIn22574:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47918.00.
Warning: Vehicle 'c1randUni7942:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47937.00.
Warning: Vehicle '13FRtoBE.132' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47943.00.
Warning: Vehicle 'nrh01c1carIn22355:1' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=47975.00.
Warning: Vehicle 'nrh00carIn21035:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47983.00.
Warning: Vehicle 'nrh00c1h15495c1:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=47994.00.
Warning: Vehicle 'nrh00carIn43619:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48001.00.
Warning: Vehicle 'nrh01c1carIn1140:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48029.00.
Warning: Vehicle 'c1h52380c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48031.00.
Warning: Vehicle '13FRtoBE.139' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48032.00.
Warning: Vehicle 'h52380c1:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48069.00.
Warning: Vehicle 'nrh00c1h16546c1:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48070.00.
Warning: Vehicle 'c1h49373c1:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48114.00.
Warning: Vehicle 'carIn1140:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48114.00.
Warning: Vehicle 'nrh00carIn46323:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48144.00.
Warning: Vehicle '13DEtoLU.142' performs emergency braking on lane '-31622#4-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48149.00.
Warning: Vehicle 'c1carIn30223:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48150.00.
Warning: Vehicle '13DEtoLU.144' performs emergency braking on lane '-31622#4-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48179.00.
Warning: Vehicle 'c1h40912c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48195.00.
Warning: Vehicle 'c1carIn32892:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48245.00.
Warning: Vehicle 'nrh01c1carIn35564:1' performs emergency braking on lane '-30706#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48268.00.
Warning: Vehicle 'nrh00carIn22074:1' performs emergency braking on lane '-30668#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48303.00.
Warning: Vehicle 'c1h44713c2:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48318.00.
Warning: Vehicle '13BEtoLU.149' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48386.00.
Warning: Vehicle 'c1carIn23665:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48420.00.
Warning: Vehicle 'nrh01c1carIn15824:1' performs emergency braking on lane '-30668#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48444.00.
Warning: Vehicle 'carIn15824:1' performs emergency braking on lane '-30668#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48453.00.
Warning: Vehicle 'c1carIn34328:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48456.00.
Warning: Vehicle 'nrh01c1carIn6657:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48504.00.
Warning: Vehicle '13DEtoFR.147' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48507.00.
Warning: Vehicle '13LUtoBE.189' performs emergency braking on lane '-32342_0' with decel=9.00, wished=4.50, severity=1.00, time=48518.00.
Warning: Vehicle 'nrh00carIn23591:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48522.00.
Warning: Vehicle 'carIn6657:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48522.00.
Warning: Vehicle 'nrh00carIn6657:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48525.00.
Warning: Vehicle '13DEtoFR.151' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48526.00.
Warning: Vehicle 'nrh00carIn6442:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48529.00.
Warning: Vehicle 'c1randUni7435:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48592.00.
Warning: Vehicle 'c1h13312c2:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48597.00.
Warning: Vehicle 'randUni7435:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48606.00.
Warning: Vehicle 'carIn43376:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48615.00.
Warning: Vehicle 'h35905c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48619.00.
Warning: Vehicle 'nrh01c1h13312c2:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48627.00.
Warning: Vehicle 'c1h35905c1:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48630.00.
Warning: Vehicle 'c1h31491c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48635.00.
Warning: Vehicle '13FRtoDE.206' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48649.00.
Warning: Vehicle 'nrh01c1carIn43376:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48684.00.
Warning: Vehicle 'c1carIn43376:1' performs emergency braking on lane '-31366#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48702.00.
Warning: Vehicle '13DEtoFR.168' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48714.00.
Warning: Vehicle 'c1h25133c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48720.00.
Warning: Vehicle '13FRtoBE.211' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48721.00.
Warning: Vehicle 'carIn9773:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48729.00.
Warning: Vehicle 'c1carIn9773:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48734.00.
Warning: Vehicle '13BEtoLU.185' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48737.00.
Warning: Vehicle 'c1carIn36427:1' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48742.00.
Warning: Vehicle '13FRtoBE.222' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48805.00.
Warning: Vehicle 'c1randUni14233:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48830.00.
Warning: Vehicle 'c1carIn2737:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48834.00.
Warning: Vehicle 'nrh00c1randUni14233:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=48863.00.
Warning: Vehicle 'c1carIn18662:1' performs emergency braking on lane '-30668#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48867.00.
Warning: Vehicle 'randUni14233:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48880.00.
Warning: Vehicle 'nrh00carIn4846:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48909.00.
Warning: Vehicle 'nrh00carIn36688:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=48926.00.
Warning: Vehicle '13DEtoFR.191' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48935.00.
Warning: Vehicle 'c1carIn29536:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=48962.00.
Warning: Vehicle 'c1h428c1:1' performs emergency braking on lane '-30668#14-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49003.00.
Warning: Vehicle 'c1carIn34786:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49005.00.
Warning: Vehicle '13FRtoDE.253' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49021.00.
Warning: Vehicle 'nrh00carIn28617:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49024.00.
Warning: Vehicle 'c1carIn4846:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49024.00.
Warning: Vehicle 'nrh00carIn31369:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49036.00.
Warning: Vehicle 'nrh01c1carIn29536:1' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49060.00.
Warning: Vehicle '13FRtoBE.255' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49069.00.
Warning: Vehicle 'c1carIn14001:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49092.00.
Warning: Vehicle 'nrh01c1carIn14001:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49096.00.
Warning: Vehicle 'carIn14001:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49099.00.
Warning: Vehicle '13DEtoFR.212' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49106.00.
Warning: Vehicle 'nrh01c1carIn10959:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49171.00.
Warning: Vehicle 'nrh00carIn10959:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49172.00.
Warning: Vehicle 'nrh01c1randUni3017:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49176.00.
Warning: Vehicle '13LUtoBE.264' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49194.00.
Warning: Vehicle '13LUtoBE.277' performs emergency braking on lane '-32342_0' with decel=9.00, wished=4.50, severity=1.00, time=49212.00.
Warning: Vehicle '13DEtoFR.227' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49228.00.
Warning: Vehicle '13BEtoLU.245' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49229.00.
Warning: Vehicle 'c1carIn31312:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49230.00.
Warning: Vehicle '13BEtoLU.246' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49233.00.
Warning: Vehicle '13LUtoBE.281' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=49265.00.
Warning: Vehicle 'c1h73787c1:3' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49270.00.
Warning: Vehicle 'c1h55344c1:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49274.00.
Warning: Vehicle 'nrh00carIn17256:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49277.00.
Warning: Vehicle '13LUtoFR.284' performs emergency braking on lane '-30706#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49305.00.
Warning: Vehicle '13BEtoLU.253' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49332.00.
Warning: Vehicle '13FRtoLU.278' performs emergency braking on lane '-32426#2-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49332.00.
Warning: Vehicle '13BEtoLU.254' performs emergency braking on lane '-30668#9-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49338.00.
Warning: Vehicle 'h57690c1:3' performs emergency braking on lane '-31622#12-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49339.00.
Warning: Vehicle 'h38738c2:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49345.00.
Warning: Vehicle '13DEtoFR.243' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49358.00.
Warning: Vehicle 'c1h38738c2:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49358.00.
Warning: Vehicle 'nrh00carIn5017:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49442.00.
Warning: Vehicle 'nrh00c1h4338c1:3' performs emergency braking on lane ':-28494_0_0' with decel=9.00, wished=4.50, severity=1.00, time=49468.00.
Warning: Vehicle 'c1carIn40068:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49471.00.
Warning: Vehicle 'nrh01c1carIn3349:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49472.00.
Warning: Vehicle 'carIn48815:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49487.00.
Warning: Vehicle 'carIn16446:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49490.00.
Warning: Vehicle 'nrh01c1carIn16446:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49495.00.
Warning: Vehicle 'c1carIn16446:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49496.00.
Warning: Vehicle '13DEtoFR.263' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49516.00.
Warning: Vehicle 'nrh00carIn16446:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49531.00.
Warning: Vehicle 'c1carIn23614:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49541.00.
Warning: Vehicle 'carIn23614:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49568.00.
Warning: Vehicle 'nrh00c1h29486c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49607.00.
Warning: Vehicle 'nrh00c1h29486c1:1' performs emergency braking on lane ':-32798-AddedOnRampNode_0_0' with decel=9.00, wished=4.50, severity=1.00, time=49611.00.
Warning: Vehicle '13DEtoFR.268' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49615.00.
Warning: Vehicle 'carIn20686:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49632.00.
Warning: Vehicle 'nrh00carIn30656:1' performs emergency braking on lane '-32798-AddedOnRampEdge_1' with decel=9.00, wished=4.50, severity=1.00, time=49659.00.
Warning: Vehicle 'carIn30656:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49673.00.
Warning: Vehicle '13DEtoFR.278' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49691.00.
Warning: Vehicle '13DEtoFR.288' performs emergency braking on lane '-31622#7-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49717.00.
Warning: Vehicle 'nrh00carIn1672:1' performs emergency braking on lane ':-28494_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49772.00.
Warning: Vehicle 'c1carIn9441:1' performs emergency braking on lane '-32454#1-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49788.00.
Warning: Vehicle 'nrh01c1carIn20725:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49835.00.
Warning: Vehicle 'c1carIn20725:1' performs emergency braking on lane '-31622#10-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49859.00.
Warning: Vehicle 'nrh00carIn44014:1' performs emergency braking on lane '-30668#4-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49863.00.
Warning: Vehicle 'c1h866c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49875.00.
Warning: Vehicle 'nrh00c1h866c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49895.00.
Warning: Vehicle 'h4463c1:1' performs emergency braking on lane '-31366#0-AddedOnRampEdge_2' with decel=9.00, wished=4.50, severity=1.00, time=49897.00.
Warning: Vehicle 'nrh01c1h866c1:1' performs emergency braking on lane ':-13922_1_0' with decel=9.00, wished=4.50, severity=1.00, time=49913.00.
Warning: Teleporting vehicle 'AVL---_9_37'; waited too long (wrong lane), lane='--32674#9_0', time=49921.00.
Warning: Teleporting vehicle 'AVL---_23_37'; waited too long (wrong lane), lane='--32674#9_1', time=49921.00.
Warning: Vehicle 'AVL---_23_37' ends teleporting on edge '--31180#1', time=49921.00.
Warning: Vehicle 'AVL---_9_37' ends teleporting on edge '--32674#8', time=49921.00.
